Symbol,Security_x,GICS Sector,GICS Sub-Industry,US HQ City,US HQ State,Date Added S&P500,CIK,Founded,Filing Accession No.,Filing Date No.,Fiscal Year,Source Form,Revenue (Millions USD),Net Income (Millions USD),Total Liabilities (Millions USD),Total Shareholders Equity (Millions USD),Cash Flow from Operating (Millions USD),Debt-to-Equity Ratio (%),Debt-to-Equity Ratio (%) Category,Last Adjusted Close 2023 (USD),Total Return 2023 (USD),Rolling 3-Year Beta vs. SP500,Annual Volatility,Annual Volatility Category,Mean Daily Volume,State FIPS,Population Total,Median Household Income,Median Household Income Category,Unemployment Rate (%),Education Age 25+ Total,Education Level < 9th Grade,Education Level < 9th Grade (%),Education Level 9 - 12th Grad No Diploma,Education Level 9 - 12th Grad No Diploma (%),Education Level High School Graduate,Education Level High School Graduate (%),Education Level Some College No Degree,Education Level Some College No Degree (%),Education Level Associates Degree,Education Level Associates Degree (%),Education Level Bachelors,Education Level Bachelors (%),Education Level Graduate & Professional,Education Level Graduate & Professional (%),State,Median Earnings All Workers Age 25+ (USD),Median Earnings Less Than High School Diploma (USD),Median Earnings High School Diploma (USD),Median Earnings Some College or Associates (USD),Median Earnings Bachelors (USD),Median Earnings Graduate & Professional (USD),SeriesID,Sector Inflation Rate (YoY),Sector Inflation Rate (YoY) Category,US CPI (Annualized),US Consumer Inflation (Mean),US Market Volatility (Mean),Effective Fed Funds Rate (Mean)
CNC,Centene Corporation,Health Care,Managed Health Care,St. Louis,Missouri,2016-03-30,0001071739,1984,0001071739-24-000037,2024-02-20,2023,10-K,153999.0,2702.0,58685.0,25840.0,8053.0,2.271091331,High,74.20999908447266,-0.069350375,0.561090771,0.2592291308828276,Medium,3447373.6,29,6196156,68545,Medium,3.4240465272622247,4255810,50627,1.1895972799537573,6661,0.1565154459433104,14444,0.3393948508039597,74503,1.7506185661483948,64882,1.524551143025652,64608,1.518112885678637,1314700,30.891886620878285,29,47569,31777,37420,43300,61418,72423,CPIMEDSL,0.46,High,4.12,2.6,16.85,5.026
CNP,CenterPoint Energy,Utilities,Multi-Utilities,Houston,Texas,1985-07-31,0001130310,1882,0001130310-24-000010,2024-02-20,2023,10-K,8696.0,917.0,39715.0,9667.0,3877.0,4.10830661,High,27.264244079589844,-0.00694084,0.5834402131622618,0.196991535,Medium,4078847.2,48,30503301,75780,Medium,4.394172351,20029447,593529,2.9632820117300294,218681,1.0917974919627087,405985,2.026940633957593,539488,2.6934742631686235,259479,1.2954875888485589,301631,1.5059377325794363,5270493,26.313721991425925,48,50193,30388,37086,45447,66474,83517,CUSR0000SEHF,2.54,High,4.12,2.6,16.85,5.026
COF,Capital One,Financials,Consumer Finance,Tysons Corner,Virginia,1998-07-01,0000927628,1994,0000927628-24-000094,2024-02-23,2023,10-K,36787.0,4887.0,420375.0,58089.0,20575.0,7.236740175,High,127.85214233398438,0.4430329235687091,1.2993386511256406,0.3260259806285626,High,2865358.4,51,8715698,89931,High,3.6726422496074296,6037339,100962,1.6722930416860806,23791,0.3940643386101062,46216,0.7655028150647164,93856,1.5545921804291591,78382,1.298287208983958,76836,1.272679900863609,1548502,25.648750219260503,51,56944,32661,41061,47086,74468,99947,DIFSRG3A086NBEA,4.29,High,4.12,2.6,16.85,5.026
COIN,Coinbase,Financials,Financial Exchanges & Data,New York City,New York,2025-05-19,0001679788,2012,0001679788-24-000022,2024-02-15,2023,10-K,3108.38,94.87,200701.3,6281.65,922.95,31.95041112,High,173.9199981689453,4.176190656761472,2.7325908212270305,0.9010043217330131,High,14375936.8,36,19571216,82095,High,5.012532493757498,13885155,409137,2.946578558179581,116055,0.8358207020375357,151601,1.0918207250837315,278007,2.002188668401613,162577,1.170869176469402,177772,1.2803025965500563,3692296,26.59168010728004,36,55643,30707,39771,47596,74504,91457,DIFSRG3A086NBEA,4.29,High,4.12,2.6,16.85,5.026
COO,Cooper Companies (The),Health Care,Health Care Supplies,San Ramon,California,2016-09-23,0000711404,1958,0000711404-23-000072,2023-12-08,2023,10-K,3593.2,294.2,4107.9,7550.8,607.5,0.544035069,Low,94.61000061035156,0.137737699936584,0.9860653294642592,0.2291631351291918,Medium,1166876.8,6,38965193,95521,High,5.516376425939725,26969649,1031981,3.826453210421834,389392,1.443815601752919,685526,2.5418424985805337,622176,2.3069488223595345,269377,0.9988153720502628,334480,1.2402089474727684,6266484,23.235319080348432,6,54363,31490,40803,49673,78278,104353,CPIMEDSL,0.46,High,4.12,2.6,16.85,5.026
COP,ConocoPhillips,Energy,Oil & Gas Exploration & Production,Houston,Texas,1957-03-04,0001163165,2002,0001163165-24-000010,2024-02-15,2023,10-K,56141.0,10957.0,46645.0,49279.0,19965.0,0.94654924,Low,110.14523315429688,0.063826859,0.7564537306466643,0.2856955082330487,Medium,5791421.6,48,30503301,75780,Medium,4.394172351,20029447,593529,2.9632820117300294,218681,1.0917974919627087,405985,2.026940633957593,539488,2.6934742631686235,259479,1.2954875888485589,301631,1.5059377325794363,5270493,26.313721991425925,48,50193,30388,37086,45447,66474,83517,CPIENGNS,-5.02,Deflation,4.12,2.6,16.85,5.026
COR,Cencora,Health Care,Health Care Distributors,Conshohocken,Pennsylvania,2001-08-30,0001140859,1985,0001140859-23-000197,2023-11-21,2023,10-K,262173.41,1745.29,62558.75,522.0,3911.33,119.8443487,High,202.34524536132807,0.2641262500156098,0.4580020048942697,0.162857827715262,Medium,1416052.4,42,12961683,73824,Medium,4.238358097650372,9171006,124489,1.357419240593671,21923,0.2390468395724526,38000,0.4143493091161428,148416,1.6183175542574064,110152,1.2010896078358253,125673,1.3703294927513952,3181388,34.68962946922072,42,51475,32598,40336,46281,65678,83961,CPIMEDSL,0.46,High,4.12,2.6,16.85,5.026
COST,Costco,Consumer Staples,Consumer Staples Merchandise Retail,Issaquah,Washington,1993-10-01,0000909832,1976,0000909832-23-000042,2023-10-11,2023,10-K,242290.0,6292.0,43936.0,25058.0,11068.0,1.753372177,Moderate,653.7644653320312,0.5006237843909742,0.8698840526469557,0.1912361587803501,Medium,1864723.6,53,7812880,94605,High,4.481692498,5511197,91319,1.6569721604943537,23895,0.4335718719544955,42420,0.7697057463197197,59512,1.0798380097826297,44639,0.8099692317295135,57848,1.0496449319449117,1290031,23.4074557668688,53,61328,36828,44866,52013,78485,102656,CUUR0000SAF11,5.02,High,4.12,2.6,16.85,5.026
CPAY,Corpay,Financials,Transaction & Payment Processing Services,Atlanta,Georgia,2018-06-20,0001175454,2000,0001628280-24-008060,2024-02-29,2023,10-K,901.33,214.84,15476.25,2881.86,877.66,5.370229643,High,282.6099853515625,0.5427151131894108,1.1418797184567675,0.2726840273910118,Medium,513960.8,13,11029227,74632,Medium,4.422478233161034,7448119,149460,2.0066811499655146,40095,0.538323837,69882,0.9382503152809456,154841,2.0789275788960944,115913,1.5562721272310498,117459,1.5770290458570817,2102473,28.22824125124746,13,49406,31156,36820,43051,64185,81353,DIFSRG3A086NBEA,4.29,High,4.12,2.6,16.85,5.026
CPB,Campbell's Company (The),Consumer Staples,Packaged Foods & Meats,Camden,New Jersey,1957-03-04,0000016732,1869,0000016732-23-000109,2023-09-21,2023,10-K,9357.0,858.0,8395.0,3661.0,1143.0,2.29308932,High,40.54260254,-0.206826782,0.1699705860214479,0.2162886498354216,Medium,2640864.8,34,9290841,99781,High,4.731033422838887,6511081,136763,2.100465345155436,48745,0.7486468068819908,68540,1.0526669841766674,96268,1.4785256088812289,53909,0.8279577538660632,70111,1.0767950821069496,1772009,27.215281149167087,34,61141,33066,41528,50275,80114,101149,CUUR0000SAF11,5.02,High,4.12,2.6,16.85,5.026
CPRT,Copart,Industrials,Diversified Support Services,Dallas,Texas,2018-07-02,0000900075,1982,0000900075-23-000034,2023-09-28,2023,10-K,3869.52,1237.74,750.44,5987.44,1364.21,0.125335703,Low,49.0,0.5945330533654183,1.150024242,0.2160433906825621,Medium,4107345.2,48,30503301,75780,Medium,4.394172351,20029447,593529,2.9632820117300294,218681,1.0917974919627087,405985,2.026940633957593,539488,2.6934742631686235,259479,1.2954875888485589,301631,1.5059377325794363,5270493,26.313721991425925,48,50193,30388,37086,45447,66474,83517,CUSR0000SAS4,10.77,High,4.12,2.6,16.85,5.026
CPT,Camden Property Trust,Real Estate,Multi-Family Residential REITs,Houston,Texas,2022-04-04,0000906345,1981,0000906345-24-000007,2024-02-22,2023,10-K,3.45,403.31,4331.97,4980.76,794.95,0.869740762,Low,93.96119689941406,-0.066362026,0.7211756681412127,0.2423107118278377,Medium,851564.0,48,30503301,75780,Medium,4.394172351,20029447,593529,2.9632820117300294,218681,1.0917974919627087,405985,2.026940633957593,539488,2.6934742631686235,259479,1.2954875888485589,301631,1.5059377325794363,5270493,26.313721991425925,48,50193,30388,37086,45447,66474,83517,"CUUR0000SEHA, CUUR0000SEHC",7.71,High,4.12,2.6,16.85,5.026
CRL,Charles River Laboratories,Health Care,Life Sciences Tools & Services,Wilmington,Massachusetts,2021-05-14,0001100682,1947,0001100682-24-000007,2024-02-14,2023,10-K,4129.41,474.62,4536.0,3596.88,683.9,1.261092947,Moderate,236.3999938964844,0.082417585,1.1976201273930032,0.3520422272302927,High,518826.0,25,7001399,99858,High,3.942813633891204,4975152,102903,2.0683388165828904,41076,0.8256230161410144,36667,0.7370026081615194,77115,1.5500028943839304,43796,0.8802947126037556,46015,0.9248963649753816,1215772,24.43688152643377,25,65055,32493,43761,51190,79985,99844,CPIMEDSL,0.46,High,4.12,2.6,16.85,5.026
CRM,Salesforce,Information Technology,Application Software,San Francisco,California,2008-09-15,0001108524,1999,0001108524-24-000005,2024-03-06,2023,10-K,31352.0,208.0,40490.0,58359.0,7111.0,0.69380901,Low,260.4008178710937,0.952366973367102,1.3923845082184485,0.2960545798747118,Medium,6465235.2,6,38965193,95521,High,5.516376425939725,26969649,1031981,3.826453210421834,389392,1.443815601752919,685526,2.5418424985805337,622176,2.3069488223595345,269377,0.9988153720502628,334480,1.2402089474727684,6266484,23.235319080348432,6,54363,31490,40803,49673,78278,104353,CUSR0000SEEE,-2.03,Deflation,4.12,2.6,16.85,5.026
CRWD,CrowdStrike,Information Technology,Systems Software,Austin,Texas,2024-06-24,0001535527,2011,0001535527-24-000007,2024-03-07,2023,10-K,2241.24,-183.25,3539.11,1463.64,941.01,2.418019458,High,255.32000732421875,1.4721147399490406,1.583036233208591,0.4167519303879157,High,3946417.2,48,30503301,75780,Medium,4.394172351,20029447,593529,2.9632820117300294,218681,1.0917974919627087,405985,2.026940633957593,539488,2.6934742631686235,259479,1.2954875888485589,301631,1.5059377325794363,5270493,26.313721991425925,48,50193,30388,37086,45447,66474,83517,CUSR0000SEEE,-2.03,Deflation,4.12,2.6,16.85,5.026
CSCO,Cisco,Information Technology,Communications Equipment,San Jose,California,1993-12-01,0000858877,1984,0000858877-24-000017,2024-09-05,2023,10-K,56998.0,12613.0,57499.0,44353.0,19886.0,1.296394832,Moderate,47.98538589477539,0.086119697,0.8285192128068023,0.2038843144095651,Medium,18573332.4,6,38965193,95521,High,5.516376425939725,26969649,1031981,3.826453210421834,389392,1.443815601752919,685526,2.5418424985805337,622176,2.3069488223595345,269377,0.9988153720502628,334480,1.2402089474727684,6266484,23.235319080348432,6,54363,31490,40803,49673,78278,104353,CUSR0000SEEE,-2.03,Deflation,4.12,2.6,16.85,5.026
CSGP,CoStar Group,Real Estate,Real Estate Services,Washington,District of Columbia,2022-09-19,0001057352,1987,0001057352-24-000013,2024-02-22,2023,10-K,2455.0,374.7,1581.1,7338.6,489.5,0.215449813,Low,87.38999938964844,0.1254346126512748,1.1607336543359763,0.2728464616629598,Medium,2204968.8,11,678972,108210,High,5.258938671125756,482919,6567,1.3598553794735762,3051,0.6317829698148137,4451,0.9216866596675634,4081,0.8450692559207652,2749,0.569246602,6625,1.3718656751960474,70773,14.655252744249037,11,93761,36900,40715,56964,95628,122926,"CUUR0000SEHA, CUUR0000SEHC",7.71,High,4.12,2.6,16.85,5.026
CSX,CSX Corporation,Industrials,Rail Transportation,Jacksonville,Florida,1957-03-04,0000277948,1980,0000277948-25-000008,2025-02-27,2023,10-K,14657.0,1958.0,30275.0,11985.0,2473.0,2.526074259,High,33.78668212890625,0.1387691783707327,0.8667263453816668,0.2076103203160344,Medium,12995272.4,12,22610726,73311,Medium,4.109937286125529,16421870,312184,1.9010258880383293,98769,0.6014479471582712,153581,0.9352223589639912,271004,1.6502627289096798,188268,1.1464467810304186,202932,1.2357423362869149,4778927,29.100991543594,12,46301,30360,36384,42629,58009,76981,CUSR0000SAS4,10.77,High,4.12,2.6,16.85,5.026
CTAS,Cintas,Industrials,Diversified Support Services,Mason,Ohio,2001-03-01,0000723254,1929,0000723254-24-000036,2024-07-25,2023,10-K,8815.77,1348.01,8546.36,3863.99,1597.81,2.211796614,High,148.6022491455078,0.3561233364114451,0.9982938264837145,0.1905418406177724,Medium,1487115.2,39,11785935,67769,Medium,4.038141849854832,8172692,104311,1.276335875620909,12447,0.1522998786691092,24177,0.2958266382729215,139355,1.7051297173562887,105606,1.292181327768133,137764,1.6856624475754134,2738069,33.502657386329986,39,50072,31513,37990,44817,64933,80099,CUSR0000SAS4,10.77,High,4.12,2.6,16.85,5.026
CTRA,Coterra,Energy,Oil & Gas Exploration & Production,Houston,Texas,2008-06-23,0000858470,1989,0000858470-24-000019,2024-02-23,2023,10-K,5914.0,1625.0,7368.0,13039.0,3658.0,0.565074009,Low,24.068323135375977,0.1509113999278739,0.7057784338144298,0.2813816754839612,Medium,7240176.8,48,30503301,75780,Medium,4.394172351,20029447,593529,2.9632820117300294,218681,1.0917974919627087,405985,2.026940633957593,539488,2.6934742631686235,259479,1.2954875888485589,301631,1.5059377325794363,5270493,26.313721991425925,48,50193,30388,37086,45447,66474,83517,CPIENGNS,-5.02,Deflation,4.12,2.6,16.85,5.026
CTSH,Cognizant,Information Technology,IT Consulting & Other Services,Teaneck,New Jersey,2006-11-17,0001058290,1994,0001058290-24-000017,2024-02-14,2023,10-K,19353.0,2126.0,5256.0,13227.0,2330.0,0.397369018,Low,73.46879577636719,0.3344620025476126,1.0146172742606132,0.2365471620894282,Medium,3755855.2,34,9290841,99781,High,4.731033422838887,6511081,136763,2.100465345155436,48745,0.7486468068819908,68540,1.0526669841766674,96268,1.4785256088812289,53909,0.8279577538660632,70111,1.0767950821069496,1772009,27.215281149167087,34,61141,33066,41528,50275,80114,101149,CUSR0000SEEE,-2.03,Deflation,4.12,2.6,16.85,5.026
CTVA,Corteva,Materials,Fertilizers & Agricultural Chemicals,Indianapolis,Indiana,2019-06-03,0001755672,2019,0001755672-24-000004,2024-02-08,2023,10-K,17226.0,735.0,42996.0,25037.0,1769.0,1.717298398,Moderate,47.01511001586914,-0.177180253,0.7014372710069029,0.254553209,Medium,3678395.2,18,6862199,69477,Medium,3.6405304730709647,4614970,74753,1.619793844813726,9506,0.2059818373683902,25916,0.5615637804796131,103154,2.235204129170937,70032,1.517496321752904,73283,1.5879409833650056,1568414,33.98535635117888,18,48641,33420,39496,46180,60573,74916,CUSR0000SACL1E,0.88,High,4.12,2.6,16.85,5.026
CVS,CVS Health,Health Care,Health Care Services,Woonsocket,Rhode Island,1957-03-04,0000064803,1996,0000064803-24-000007,2024-02-07,2023,10-K,357776.0,8344.0,173092.0,76461.0,13426.0,2.263794614,High,73.27570343017578,-0.122700689,0.5557517677896016,0.2449541582411124,Medium,8638435.2,44,1095962,84972,High,4.765939491692103,786493,20723,2.634861340151788,5991,0.7617359595063148,6090,0.7743234841250971,17499,2.224940336404774,10366,1.3180028302858386,9344,1.188058889271742,219587,27.919765338025893,44,55673,31766,43157,51094,68084,87103,CPIMEDSL,0.46,High,4.12,2.6,16.85,5.026
CVX,Chevron Corporation,Energy,Integrated Oil & Gas,San Ramon,California,1957-03-04,0000093410,1879,0000093410-24-000013,2024-02-26,2023,10-K,200949.0,21369.0,99703.0,160957.0,35609.0,0.619438732,Low,138.19044494628906,-0.109025617,0.617880225,0.2299214953610354,Medium,8647762.0,6,38965193,95521,High,5.516376425939725,26969649,1031981,3.826453210421834,389392,1.443815601752919,685526,2.5418424985805337,622176,2.3069488223595345,269377,0.9988153720502628,334480,1.2402089474727684,6266484,23.235319080348432,6,54363,31490,40803,49673,78278,104353,CPIENGNS,-5.02,Deflation,4.12,2.6,16.85,5.026
CZR,Caesars Entertainment,Consumer Discretionary,Casinos & Gaming,Reno,Nevada,2021-03-22,0001590895,1973,0001590895-24-000051,2024-02-20,2023,10-K,11528.0,786.0,28646.0,4552.0,1809.0,6.293057996,High,46.880001068115234,0.109323306,2.109315799864328,0.456918018,High,2914773.6,32,3194176,76364,Medium,4.562591239868964,2253253,68815,3.0540289971876216,13302,0.5903464901633327,30062,1.334159990023313,33769,1.4986776895448493,24078,1.0685883919826136,31341,1.3909223686820789,679910,30.17459646,32,46956,35789,39090,45855,60775,83420,CPIRECNS,4.02,High,4.12,2.6,16.85,5.026
D,Dominion Energy,Utilities,Multi-Utilities,Richmond,Virginia,2016-11-30,0000715957,1983,0000950170-24-019110,2024-02-23,2023,10-K,3883.0,981.0,81503.0,27529.0,6572.0,2.960623343,High,43.16769409179688,-0.212485267,0.4488610977354377,0.2381305573726942,Medium,4909261.6,51,8715698,89931,High,3.6726422496074296,6037339,100962,1.6722930416860806,23791,0.3940643386101062,46216,0.7655028150647164,93856,1.5545921804291591,78382,1.298287208983958,76836,1.272679900863609,1548502,25.648750219260503,51,56944,32661,41061,47086,74468,99947,CUSR0000SEHF,2.54,High,4.12,2.6,16.85,5.026
DAL,Delta Air Lines,Industrials,Passenger Airlines,Atlanta,Georgia,2013-09-11,0000027904,1929,0000027904-24-000003,2024-02-12,2023,10-K,58048.0,4609.0,73644.0,11105.0,6464.0,6.631607384,High,39.449501037597656,0.2397217322837854,1.2582004213524831,0.2985081469278832,Medium,10048648.0,13,11029227,74632,Medium,4.422478233161034,7448119,149460,2.0066811499655146,40095,0.538323837,69882,0.9382503152809456,154841,2.0789275788960944,115913,1.5562721272310498,117459,1.5770290458570817,2102473,28.22824125124746,13,49406,31156,36820,43051,64185,81353,CUSR0000SAS4,10.77,High,4.12,2.6,16.85,5.026
DASH,DoorDash,Consumer Discretionary,Specialized Consumer Services,San Francisco,California,2025-03-24,0001792789,2012,0001628280-24-005600,2024-02-20,2023,10-K,8635.0,-558.0,4026.0,6806.0,1673.0,0.591536879,Low,98.88999938964844,1.0448717564424683,2.0082119405241343,0.4413451627837417,High,4018170.8,6,38965193,95521,High,5.516376425939725,26969649,1031981,3.826453210421834,389392,1.443815601752919,685526,2.5418424985805337,622176,2.3069488223595345,269377,0.9988153720502628,334480,1.2402089474727684,6266484,23.235319080348432,6,54363,31490,40803,49673,78278,104353,CPIRECNS,4.02,High,4.12,2.6,16.85,5.026
DAY,Dayforce,Industrials,Human Resource & Employment Services,Minneapolis,Minnesota,2021-09-20,0001725057,1992,0000950170-24-022100,2024-02-28,2023,10-K,1513.7,54.8,6612.7,2398.2,219.5,2.757359686,High,67.12000274658203,0.090141353,1.7139938636638703,0.3514330823654392,High,1289669.2,27,5737915,85086,High,3.042486024857068,3941575,61230,1.5534399320068752,8058,0.2044360439671958,10795,0.2738752909687117,35938,0.9117675041068608,24105,0.6115575626494485,33839,0.8585146800454133,969536,24.59767986147669,27,56612,36832,42435,50406,71254,83613,CUSR0000SAS4,10.77,High,4.12,2.6,16.85,5.026
DD,DuPont,Materials,Specialty Chemicals,Wilmington,Delaware,2019-06-03,0001666700,1802,0001666700-25-000005,2025-02-14,2023,10-K,12068.0,423.0,13827.0,24279.0,2191.0,0.56950451,Low,74.24549865722656,0.1397501604538618,1.0494985552431195,0.2393480971703172,Medium,2995976.8,10,1031890,81361,High,3.4631073406314066,731427,11160,1.5257845280526972,3557,0.486309638555864,3805,0.5202159614014796,12754,1.743714683762016,7551,1.0323654992227522,10069,1.3766240513407353,222281,30.390045759863938,10,51089,31982,38872,46422,64157,84475,CUSR0000SACL1E,0.88,High,4.12,2.6,16.85,5.026
DDOG,Datadog,Information Technology,Application Software,New York City,New York,2025-07-09,0001561550,2010,0001561550-24-000009,2024-02-23,2023,10-K,2128.36,48.57,1910.72,2025.35,659.95,0.943402375,Low,121.37999725341795,0.6837287199253252,1.9667310601926324,0.5879509509753259,High,4680447.2,36,19571216,82095,High,5.012532493757498,13885155,409137,2.946578558179581,116055,0.8358207020375357,151601,1.0918207250837315,278007,2.002188668401613,162577,1.170869176469402,177772,1.2803025965500563,3692296,26.59168010728004,36,55643,30707,39771,47596,74504,91457,CUSR0000SEEE,-2.03,Deflation,4.12,2.6,16.85,5.026
DE,Deere & Company,Industrials,Agricultural & Farm Machinery,Moline,Illinois,1957-03-04,0000315189,1837,0001558370-23-019812,2023-12-15,2023,10-K,61251.0,10166.0,82201.0,21785.0,8589.0,3.77328437,High,391.3262023925781,-0.04484243,0.8505116566712932,0.2718536618613282,Medium,1615016.0,17,12549689,80306,High,4.719960871,8710996,187043,2.147205669707574,41063,0.4713927087097732,94774,1.0879812136293026,129093,1.4819545319501926,85402,0.980393057,116112,1.3329359811438326,2373516,27.24735495229248,17,53090,34096,40285,46555,71127,86416,CUSR0000SAS4,10.77,High,4.12,2.6,16.85,5.026
DECK,Deckers Brands,Consumer Discretionary,Footwear,Goleta,California,2024-03-18,0000910521,1973,0000910521-24-000017,2024-05-24,2023,10-K,3627.29,516.82,2556.2,1765.73,537.42,1.4476732,Moderate,111.40499877929688,0.7173136706136136,1.246350232816415,0.3115845957984238,High,2347370.4,6,38965193,95521,High,5.516376425939725,26969649,1031981,3.826453210421834,389392,1.443815601752919,685526,2.5418424985805337,622176,2.3069488223595345,269377,0.9988153720502628,334480,1.2402089474727684,6266484,23.235319080348432,6,54363,31490,40803,49673,78278,104353,CPIRECNS,4.02,High,4.12,2.6,16.85,5.026
DELL,Dell Technologies,Information Technology,"Technology Hardware, Storage & Peripherals",Round Rock,Texas,2024-09-23,0001571996,2016,0001571996-24-000036,2024-03-25,2023,10-K,102301.0,2442.0,92636.0,-3122.0,3565.0,-29.67200512,Negative,74.25256348,0.9259419915873396,1.1373149445737472,0.3478895270408797,High,4475755.2,48,30503301,75780,Medium,4.394172351,20029447,593529,2.9632820117300294,218681,1.0917974919627087,405985,2.026940633957593,539488,2.6934742631686235,259479,1.2954875888485589,301631,1.5059377325794363,5270493,26.313721991425925,48,50193,30388,37086,45447,66474,83517,CUSR0000SEEE,-2.03,Deflation,4.12,2.6,16.85,5.026
DG,Dollar General,Consumer Staples,Consumer Staples Merchandise Retail,Goodlettsville,Tennessee,2012-12-03,0000029534,1939,0001558370-24-003813,2024-03-25,2023,10-K,37844.86,2415.99,29083.37,5541.77,1984.56,5.248029059,High,130.75584411621094,-0.442411333,0.5863481164594029,0.3495696034730833,High,2968123.2,47,7126489,67631,Medium,3.963759530266556,4931967,79187,1.6055865742816204,22074,0.4475699046648123,35341,0.7165700824843313,111244,2.25557064757327,69931,1.4179129746812986,86898,1.7619339302148616,1611466,32.673900697226884,47,47036,30634,37693,42844,61189,74239,CUUR0000SAF11,5.02,High,4.12,2.6,16.85,5.026
DGX,Quest Diagnostics,Health Care,Health Care Services,Secaucus,New Jersey,2002-12-12,0001022079,1967,0001022079-24-000041,2024-02-22,2023,10-K,9252.0,854.0,14022.0,6307.0,1272.0,2.223244015,High,133.0610352,-0.096635472,0.4471125995729403,0.1834050252229171,Medium,969685.6,34,9290841,99781,High,4.731033422838887,6511081,136763,2.100465345155436,48745,0.7486468068819908,68540,1.0526669841766674,96268,1.4785256088812289,53909,0.8279577538660632,70111,1.0767950821069496,1772009,27.215281149167087,34,61141,33066,41528,50275,80114,101149,CPIMEDSL,0.46,High,4.12,2.6,16.85,5.026
DHI,D. R. Horton,Consumer Discretionary,Homebuilding,Arlington,Texas,2005-06-22,0000882184,1978,0000882184-23-000115,2023-11-17,2023,10-K,35460.4,4745.7,9444.5,22696.2,4304.1,0.416126929,Low,149.42640686035156,0.6914983922851798,1.258077280652348,0.2816472139734597,Medium,2862870.8,48,30503301,75780,Medium,4.394172351,20029447,593529,2.9632820117300294,218681,1.0917974919627087,405985,2.026940633957593,539488,2.6934742631686235,259479,1.2954875888485589,301631,1.5059377325794363,5270493,26.313721991425925,48,50193,30388,37086,45447,66474,83517,CPIRECNS,4.02,High,4.12,2.6,16.85,5.026
DHR,Danaher Corporation,Health Care,Life Sciences Tools & Services,Washington,District of Columbia,1998-11-18,0000313616,1969,0000313616-24-000052,2024-02-21,2023,10-K,5949.0,4764.0,84488.0,53486.0,7164.0,1.579628314,Moderate,229.2253875732422,-0.000530788,0.9574311437122556,0.2427086926606024,Medium,3194454.016,11,678972,108210,High,5.258938671125756,482919,6567,1.3598553794735762,3051,0.6317829698148137,4451,0.9216866596675634,4081,0.8450692559207652,2749,0.569246602,6625,1.3718656751960474,70773,14.655252744249037,11,93761,36900,40715,56964,95628,122926,CPIMEDSL,0.46,High,4.12,2.6,16.85,5.026
DIS,Walt Disney Company (The),Communication Services,Movies & Entertainment,Burbank,California,1976-06-30,0001744489,1923,0001744489-24-000064,2024-01-24,2023,10-K/A,88898.0,2354.0,205579.0,99277.0,9866.0,2.070761606,High,89.09891510009766,0.018143792568241,1.0990880102564988,0.2643217737664637,Medium,13040488.4,6,38965193,95521,High,5.516376425939725,26969649,1031981,3.826453210421834,389392,1.443815601752919,685526,2.5418424985805337,622176,2.3069488223595345,269377,0.9988153720502628,334480,1.2402089474727684,6266484,23.235319080348432,6,54363,31490,40803,49673,78278,104353,CUUR0000SEED,0.58,High,4.12,2.6,16.85,5.026
DLR,Digital Realty,Real Estate,Data Center REITs,Austin,Texas,2016-05-18,0001297996,2004,0001558370-24-001575,2024-02-23,2023,10-K,5477.06,948.84,23116.94,19117.53,1634.78,1.209201189,Moderate,127.60106658935548,0.3646293226301322,0.8699165637414175,0.3152706762885345,High,2391142.0,48,30503301,75780,Medium,4.394172351,20029447,593529,2.9632820117300294,218681,1.0917974919627087,405985,2.026940633957593,539488,2.6934742631686235,259479,1.2954875888485589,301631,1.5059377325794363,5270493,26.313721991425925,48,50193,30388,37086,45447,66474,83517,"CUUR0000SEHA, CUUR0000SEHC",7.71,High,4.12,2.6,16.85,5.026
DLTR,Dollar Tree,Consumer Staples,Consumer Staples Merchandise Retail,Chesapeake,Virginia,2011-12-19,0000935703,1986,0000935703-24-000011,2024-03-20,2023,10-K,28331.7,1615.4,14270.6,8751.5,1614.8,1.630646175,Moderate,142.0500030517578,0.0127620748255101,0.7490296571260705,0.3056102292289153,High,2253486.4,51,8715698,89931,High,3.6726422496074296,6037339,100962,1.6722930416860806,23791,0.3940643386101062,46216,0.7655028150647164,93856,1.5545921804291591,78382,1.298287208983958,76836,1.272679900863609,1548502,25.648750219260503,51,56944,32661,41061,47086,74468,99947,CUUR0000SAF11,5.02,High,4.12,2.6,16.85,5.026
DOC,Healthpeak Properties,Real Estate,Health Care REITs,Denver,Colorado,2008-03-31,0000765880,1985,0001628280-24-004094,2024-02-09,2023,10-K,2181.0,306.01,8773.98,6350.45,956.24,1.381631223,Moderate,17.731462478637695,-0.176183329,0.7900634007725771,0.2927867389750777,Medium,4631746.4,8,5877610,92911,High,3.7953254396327263,4135123,60270,1.457514081201454,14508,0.3508480884365471,29603,0.7158916433682868,44643,1.079605129037274,26118,0.6316136182648013,42569,1.0294494262927607,859030,20.773989068765307,8,59076,39959,42541,49707,73072,86024,"CUUR0000SEHA, CUUR0000SEHC",7.71,High,4.12,2.6,16.85,5.026
